Age,Gender,City,Seniority level,Position ,Total years of experience,Yearly salary,Number of vacation days,Main language at work,Company type,Contract,Year
26,Male,Berlin,Middle,Software Engineer,5,69000,27,English,Product,unlimited,2020
31,Male,Berlin,Senior,Software Engineer,4,69000,28,English,Product,unlimited,2020
30,Male,Cologne,Middle,technical business analyst,5,69000,30,German,Product,unlimited,2020
37,Male,Berlin,Middle,QA Engineer,6,69200,28,English,SaaS,unlimited,2020
32,Male,Munich,Senior,SRE,11,69300,28,Deutsch,Product,unlimited,2019
33,Male,Berlin,Senior,Frontend Developer,10,70000,40,English,Startup,unlimited,2019
24,Male,Berlin,Middle,Machine Learning Engineer,2,70000,30,English,Startup,unlimited,2019
35,Male,Berlin,Middle,Data Engineer,10,70000,30,English,Product,unlimited,2019
40,Male,Berlin,Senior,Manager,15,70000,30,English,Product,unlimited,2019
27,Male,Munich,Senior,Backend Developer,5,70000,30,English,Consulting / Agency,Temporary contract,2019
36,Male,Munich,Senior,Backend Developer,14,70000,30,Deutsch,Product,unlimited,2019
40,Male,Berlin,Senior,SRE,20,70000,20,English,Product,unlimited,2019
44,Male,Berlin,Senior,Data Engineer,25,70000,30,English,Product,unlimited,2019
32,Male,Berlin,Senior,Backend Developer,11,70000,27,English,Product,unlimited,2019
30,Male,Berlin,Middle,Backend Developer,10,70000,28,English,Product,unlimited,2019
45,Male,Munich,Senior,QA,12,70000,30,Deutsch,Product,unlimited,2019
36,Male,Berlin,Senior,Fullstack Developer,15,70000,25,English,Product,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,7,70000,25,English,Startup,unlimited,2019
29,Male,Berlin,Senior,DevOps,10,70000,25,English,Startup,unlimited,2019
33,Male,Munich,Senior,QA,5,70000,30,English,Product,unlimited,2019
25,Male,Munich,Junior,Frontend Developer,1,70000,20,English,Startup,Temporary contract,2019
25,Male,Munich,Junior,Frontend Developer,1,70000,20,English,Startup,Temporary contract,2019
30,Male,Berlin,Senior,Backend Developer,12,70000,24,English,Startup,unlimited,2019
29,Male,Berlin,Senior,Fullstack Developer,10,70000,28,English,Product,unlimited,2019
29,Male,Berlin,Senior,Backend Developer,8,70000,28,English,Product,unlimited,2019
28,Female,Munich,Senior,"Designer (UI, UX)",9,70000,30,English,Product,unlimited,2019
30,Male,Berlin,Senior,Backend Developer,6,70000,27,Russian,Startup,unlimited,2019
29,Male,Munich,Middle,Mobile Developer,7,70000,30,English,Product,unlimited,2019
29,Male,Dusseldorf,Senior,Backend Developer,8,70000,25,English,Others,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,13,70000,30,English,Product,unlimited,2019
35,Male,Munich,Senior,Backend Developer,16,70000,25,Russian,Product,unlimited,2019
34,Male,Berlin,Senior,Backend Developer,9,70000,25,English,Product,unlimited,2019
43,Male,Berlin,Middle,Backend Developer,20,70000,24,English,Product,unlimited,2019
32,Male,Vienna,Middle,Data Scientist,2,70000,25,English,Product,unlimited,2019
37,Male,Berlin,Senior,Backend Developer,12,70000,25,English,Product,unlimited,2019
35,Male,Frankfurt,Senior,Software Architect,12,70000,30,Deutsch,Consulting / Agency,unlimited,2019
29,Male,Berlin,Middle,Data Engineer,5,70000,30,English,Startup,unlimited,2019
27,Male,Berlin,Senior,Backend Developer,8,70000,30,English,Product,Temporary contract,2019
30,Male,Berlin,Senior,Fullstack Developer,6,70000,23,English,Product,unlimited,2019
28,Male,Berlin,Senior,DevOps,6,70000,28,English,Product,unlimited,2019
32,Female,Munich,Middle,Fullstack Developer,5,70000,25,English,Startup,unlimited,2019
33,Male,Berlin,Senior,Frontend Developer,11,70000,25,English,Startup,unlimited,2019
27,Male,Berlin,Senior,Backend Developer,6,70000,30,English,Product,unlimited,2019
25,Male,Berlin,Middle,Mobile Developer,4,70000,27,English,Startup,unlimited,2019
32,Male,Cologne,Senior,Software Engineer,13,70000,35,English,Product,unlimited,2019
25,Male,Munich,Senior,Mobile Developer,5,70000,28,English,Consulting / Agency,unlimited,2019
29,Male,Darmstadt,Senior,Backend Developer,10,70000,26,Deutsch,Others,unlimited,2019
24,Male,Munich,Senior,Frontend Developer,4,70000,27,English,Product,unlimited,2019
26,Male,Warsaw,Senior,Frontend Developer,8,70000,24,Russian,Others,unlimited,2019
24,Male,Munich,Senior,Mobile Developer,5,70000,28,English,Consulting / Agency,unlimited,2019
33,Male,Berlin,Senior,Manager,12,70000,27,English,Startup,unlimited,2019
27,Male,Berlin,Senior,Backend Developer,7,70000,28,Deutsch,Consulting / Agency,Temporary contract,2019
25,Male,Munich,Lead,Frontend Developer,5,70000,24,English,Startup,unlimited,2020
27,Female,Berlin,Middle,Cloud Platform Engineer,6,70000,32,English,Product,unlimited,2019
33,Male,Berlin,Senior,Frontend Developer,8,70000,24,English,Startup,unlimited,2019
32,Male,Amsterdam,Middle,DevOps,2,70000,26,English,Bodyshop / Outsource,Temporary contract,2019
29,Male,Amsterdam,Senior,Frontend Developer,8,70000,30,English,Product,unlimited,2019
33,Male,Hamburg,Middle,Data Scientist,2,70000,30,Deutsch,Product,unlimited,2019
36,Male,Berlin,Senior,Fullstack Developer,7,70000,30,English,Startup,unlimited,2019
30,Male,Amsterdam,Middle,System Administrator,6,70000,26,English,Product,unlimited,2019
28,Male,Amsterdam,Senior,QA,6,70000,25,English,Product,unlimited,2019
29,Male,Amsterdam,Middle,Backend Developer,9,70000,22,English,Product,unlimited,2019
29,Male,Berlin,Middle,Frontend Developer,3,70000,26,English,Product,unlimited,2019
45,Male,Berlin,Senior,Fullstack Developer,25,70000,25,Deutsch,Product,unlimited,2019
45,Male,Munich,Senior,Scrum Master,4,70000,28,English,Product,unlimited,2019
33,Male,Rotterdam,Senior,QA,11,70000,25,English,Product,unlimited,2019
32,Male,Munich,Senior,Business Analyst,9,70000,25,English,Product,unlimited,2019
34,Male,Cologne,Senior,Desktop,13,70000,35,English,Product,unlimited,2019
46,Male,Munich,Lead,SRE,20,70000,30,English,Product,unlimited,2019
34,Male,Berlin,Senior,Software Engineer,14,70000,28,English,Startup,unlimited,2020
36,Male,Berlin,Lead,Software Engineer,17,70000,28,English,Product,unlimited,2020
40,Male,Berlin,Senior,Product Manager,13,70000,28,English,Product,unlimited,2020
38,Male,Berlin,Senior,DevOps,10,70000,30,English,Startup,unlimited,2020
38,Female,Berlin,Senior,Backend Developer,12,70000,28,English,Product,unlimited,2020
66,Male,Munich,Lead,Software Engineer,40,70000,30,German,Product,unlimited,2020
26,Female,Munich,Junior,Data Scientist,3,70000,28,English,Product,unlimited,2020
31,Male,Berlin,Senior,Frontend Developer,8,70000,24,English,Startup,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,12,70000,25,English,Product,unlimited,2020
35,Male,Berlin,Senior,Designer (UI/UX),10,70000,25,English,Product,unlimited,2020
42,Male,Berlin,Lead,DevOps,22,70000,24,English,Startup,unlimited,2020
28,Male,Munich,Senior,Backend Developer,6,70000,30,English,Consulting / Agency,unlimited,2020
46,Male,Munich,Senior,QA Engineer,13,70000,28,German,Product,unlimited,2020
26,Male,Berlin,Senior,Mobile Developer,6,70000,30,English,Product,unlimited,2020
32,Male,Munich,Senior,Fullstack Developer,9,70000,26,English,Product,unlimited,2020
29,Male,Berlin,Senior,Software Engineer,8,70000,30,English,Product,unlimited,2020
33,Male,Boeblingen,Senior,DevOps,14,70000,30,English,Product,unlimited,2020
35,Male,Berlin,Senior,Software Engineer,15,70000,28,English,Startup,unlimited,2020
30,Female,Frankfurt,Senior,QA Engineer,6,70000,30,German,Bank ,unlimited,2020
38,Male,Munich,Senior,Backend Developer,12,70000,30,German,Telecommunications,unlimited,2020
33,Male,Munich,Senior,Business Analyst,10,70000,27,English,Product,unlimited,2020
28,Male,Berlin,Senior,Backend Developer,7,70000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,DevOps,12,70000,25,English,Product,unlimited,2020
35,Female,Berlin,Middle,Frontend Developer,12,70000,29,English,E-commerce,unlimited,2020
34,Male,Berlin,Senior,Backend Developer,15,70000,30,English,Product,unlimited,2020
36,Female,Berlin,Senior,Recruiter,11,70000,24,English,Product,unlimited,2020
45,Male,Munich,Senior,Frontend Developer,3,70000,25,Russian,Startup,unlimited,2020
33,Male,Berlin,Senior,Product Manager,5,70000,30,German,Product,unlimited,2020
37,Male,Hamburg,Senior,Software Engineer,15,70000,25,English,Startup,Temporary contract,2020
37,Female,Berlin,Middle,Designer (UI/UX),2,70000,24,English,Startup,Temporary contract,2020
39,Male,Berlin,Senior,DevOps,15,70000,21,English,Product,unlimited,2020
38,Male,Berlin,Senior,Mobile Developer,10,70000,24,English,Product,unlimited,2020
31,Male,Hamburg,Lead,ML Engineer,3,70000,30,English,Startup,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,10,70000,27,English,Startup,unlimited,2020
37,Male,Munich,Lead,DevOps,13,70000,25,English,Product,unlimited,2020
39,Male,Berlin,Senior,Data Scientist,7,70000,28,English,Startup,unlimited,2020
28,Male,Berlin,Middle,Data Scientist,4,70000,28,English,Product,unlimited,2020
34,Male,Berlin,Senior,Mobile Developer,10,70000,28,English,Product,unlimited,2020
29,Male,Stuttgart ,Middle,Software Engineer,7,70000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,QA Engineer,10,70000,30,English,Product,unlimited,2020
28,Female,Berlin,Senior,Data Scientist,6,70000,27,English,Product,unlimited,2020
29,Male,Berlin,Senior,Backend Developer,5,70000,27,English,Product,unlimited,2020
31,Male,Munich,Lead,Software Engineer,10,70000,28,English,Product,unlimited,2020
38,Male,Munich,Senior,Software Engineer,15,70000,26,English,Product,unlimited,2020
33,Male,Munich,Senior,Software Engineer,13,70000,24,English,Startup,unlimited,2020
33,Male,Düsseldorf ,Senior,Product Manager,6,70000,24,English,Product,unlimited,2020
33,Male,Düsseldorf ,Senior,Product Manager,6,70000,24,English,Product,unlimited,2020
37,Male,Stuttgart ,Senior,Backend Developer,11,70000,30,English,Others,unlimited,2020
47,Male,Bölingen,"no idea, there are no ranges in the firm ",Software Engineer,25,70000,30,German,Consulting / Agency,unlimited,2020
32,Male,Berlin,Senior,Frontend Developer,13,70000,25,English,Product,unlimited,2020
33,Male,Dusseldorf,Lead,Data Scientist,2,70000,25,English,Product,unlimited,2020
34,Male,Berlin,Senior,Backend Developer,13,70000,30,English,Product,unlimited,2020
29,Male,Berlin,Middle,Software Engineer,6,70000,28,English,Product,unlimited,2020
30,Male,Berlin,Senior,DevOps,7,70000,26,English,Product,unlimited,2020
42,Male,Friedrichshafen,Senior,Software Engineer,20,70000,30,English,Product,unlimited,2020
46,Male,Stuttgart,Middle,Software Engineer,13,70000,30,English,Product,unlimited,2020
27,Male,Berlin,Senior,Backend Developer,4,70000,25,English,Startup,unlimited,2020
27,Male,Berlin,Senior,ML Engineer,5,70000,25,English,Others,unlimited,2020
36,Male,Berlin,Senior,Backend Developer,5,70000,28,English,Startup,unlimited,2020
33,Male,Munich,Senior,Backend Developer,10,70000,30,English,Consulting / Agency,unlimited,2020
33,Male,Berlin,Middle,Product Manager,5,70000,26,English,Product,Temporary contract,2020
43,Male,Berlin,Middle,Software Engineer,20,70000,25,English,Product,unlimited,2020
38,Female,Düsseldorf,Middle,Data Scientist,14,70000,32,German,Product,unlimited,2020
26,Male,Berlin,Senior,Backend Developer,6,70000,27,English,Product,unlimited,2020
34,Male,Berlin,Senior,ML Engineer,3,70000,30,English,Product,Temporary contract,2020
32,Male,Frankfurt,Senior,Software Engineer,7,70000,30,German,Product,unlimited,2020
30,Female,Berlin,Senior,QA Engineer,8,70000,31,English,Product,unlimited,2020
32,Male,Berlin,Senior,Designer (UI/UX),5,70000,24,German,Startup,unlimited,2020
69,Male,Stuttgart,Head,Rentner,38,70000,24,German,Consulting / Agency,unlimited,2020
25,Male,Munich,Senior,Frontend Developer,7,70000,28,English,Consulting / Agency,unlimited,2020
33,Male,Munich,Senior,Backend Developer,13,70000,24,English,Product,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,11,70000,24,English,Startup,unlimited,2020
30,Female,Hamburg,Senior,Software Engineer,5,70000,24,English,Product,unlimited,2020
30,Female,Hamburg,Senior,Software Engineer,5,70000,24,English,Product,unlimited,2020
27,Male,Munich,Middle,QA Engineer,6,70000,30,English,Product,unlimited,2020
29,Male,Berlin,Senior,Software Engineer,6,70000,27,English,Product,unlimited,2020
24,Male,Berlin,Middle,Mobile Developer,3.5,70000,27,English,Product,unlimited,2020
36,Male,Berlin,Senior,Software Engineer,15,70000,26,English,Product,unlimited,2020
37,Male,Aachen,Senior,QA Engineer,15,70000,28,English,Product,unlimited,2020
29,Male,Munich,Middle,Data Scientist,6,70000,28,English,Product,unlimited,2020
31,Male,Berlin,Senior,Backend Developer,9,70000,26,English,Product,unlimited,2020
30,Male,Munich,Middle,DevOps,8,70200,30,English,Product,unlimited,2020
33,Male,Stuttgart,Lead,Team Lead,12,70200,30,German,Consulting / Agency,unlimited,2020
39,Female,Berlin,Senior,Software Engineer,10,70500,30,German,Consulting / Agency,unlimited,2020
23,Male,Berlin,Middle,Software Engineer,4,70500,30,English,Product,unlimited,2020
28,Male,Berlin,Lead,Mobile Developer,5,70800,28,English,Consulting / Agency,unlimited,2020
32,Male,Munich,Senior,SAP Developer,9,70800,30,German,Consulting / Agency,unlimited,2020
42,Female,Munich,Senior,Business Analyst,15,71000,31,Deutsch,Bodyshop / Outsource,unlimited,2019
35,Female,Berlin,Senior,Data Scientist,5,71000,26,English,Startup,unlimited,2019
23,Male,Munich,Middle,Data Scientist,3,71000,30,English,Startup,unlimited,2019
37,Male,Utrecht,Middle,Product manager,17,71000,25,English,Product,unlimited,2019
30,Male,Amsterdam,Senior,Backend Developer,10,71000,25,English,Product,unlimited,2019
27,Male,Munich,Senior,Software Engineer,5,71000,30,English,Product,unlimited,2020
26,Male,Berlin,Middle,Software Engineer,5,71000,27,English,Product,unlimited,2020
30,Male,Stuttgart,Middle,Software Engineer,8,71000,24,English,Product,unlimited,2020
30,Male,Berlin,Middle,Software Engineer,10,71000,27,English,Product,unlimited,2020
31,Male,Berlin,Senior,Frontend Developer,10,71060,28,English,Startup,unlimited,2020
25,Male,Berlin,Senior,Software Engineer,6,71750,30,English,Product,unlimited,2020
31,Male,Berlin,Middle,Mobile Developer,6,72000,27,English,Product,unlimited,2019
32,Male,Berlin,Senior,DevOps,7,72000,24,English,Product,unlimited,2019
35,Male,Frankfurt,Middle,Business Analyst,15,72000,28,English,Product,unlimited,2019
27,Male,Munich,Senior,Mobile Developer,5,72000,30,English,Consulting / Agency,unlimited,2019
35,Male,Munich,Senior,DevOps,16,72000,31,Deutsch,Consulting / Agency,unlimited,2019
35,Male,Berlin,Senior,Frontend Developer,11,72000,26,English,Product,unlimited,2019
24,Female,Munich,Junior,Backend Developer,1,72000,30,English,Product,unlimited,2019
37,Male,Munich,Senior,Backend Developer,14,72000,27,English,Product,unlimited,2019
31,Male,Munich,Lead,Fullstack Developer,10,72000,28,English,Product,unlimited,2019
29,Male,Berlin,Senior,DevOps,10,72000,30,English,Product,unlimited,2019
30,Male,Munich,Senior,Mobile Developer,9,72000,24,Russian,Startup,unlimited,2019
31,Male,Munich,Senior,SRE,10,72000,30,Deutsch,Consulting / Agency,unlimited,2019
34,Male,Cologne,Middle,Data Scientist,8,72000,30,English,Product,Temporary contract,2019
36,Male,Bielefeld,Senior,Fullstack Developer,16,72000,24,English,Product,unlimited,2019
29,Male,Berlin,Senior,Fullstack Developer,8,72000,30,English,Startup,unlimited,2019
37,Male,Munich,Senior,Backend Developer,14,72000,27,English,Product,unlimited,2019
37,Male,Hamburg,Senior,Backend Developer,12,72000,29,English,Product,unlimited,2019
35,Male,Amsterdam,Senior,Backend Developer,7,72000,25,English,Product,unlimited,2019
33,Male,Munich,Middle,Product Manager,5,72000,28,English,Startup,unlimited,2019
24,Male,Amsterdam,Middle,Frontend Developer,4,72000,26,English,Product,unlimited,2019
35,Male,Stuttgart,Senior,Manager,5,72000,30,English,Bodyshop / Outsource,unlimited,2019
24,Female,Warsaw,Junior,Modelling Specialist,1,72000,20,Polish,Bank,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,7,72000,30,English,Product,unlimited,2019
41,Male,Berlin,Senior,Data Engineer,25,72000,26,English,Startup,unlimited,2019
28,Male,Würzburg ,Middle,Fullstack Developer,6,72000,27,Deutsch,Startup,unlimited,2019
42,Male,Berlin,Senior,DevOps,18,72000,25,English,Product,unlimited,2019
28,Male,Amsterdam,Senior,Security Engineer,7,72000,27,English,Bank,unlimited,2019
29,Male,Berlin,Senior,Frontend Developer,7,72000,27,English,Product,unlimited,2020
28,Male,Munich,Senior,Backend Developer,5,72000,28,English,Product,unlimited,2020
34,Male,Munich,Lead,Software Engineer,13,72000,30,English,Product,unlimited,2020
30,Male,Berlin,Senior,Software Engineer,10,72000,28,English,Product,unlimited,2020
43,Male,Berlin,Senior,Mobile Developer,5,72000,30,English,Product,unlimited,2020
36,Male,Berlin,Senior,Frontend Developer,12,72000,26,English,Startup,unlimited,2020
29,Male,Berlin,Senior,Backend Developer,8,72000,25,English,Startup,unlimited,2020
41,Male,Munich,Middle,Product Manager,18,72000,30,English,Product,unlimited,2020
32,Male,Berlin,Senior,Backend Developer,11,72000,30,English,Product,unlimited,2020
34,Male,Berlin,Senior,Software Engineer,14,72000,26,English,Product,unlimited,2020
37,Male,Berlin,Senior,Cloud Engineer,15,72000,36,English,Product,unlimited,2020
34,Male,Munich,Middle,Product Manager,7,72000,28,English,Startup,unlimited,2020
27,Male,Berlin,Senior,Backend Developer,7,72000,30,English,Product,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,7,72000,25,English,Product,unlimited,2020
40,Male,Frankfurt,Senior,Software Engineer,22,72000,30,German,Product,unlimited,2020
32,Male,Berlin,Middle,Backend Developer,5,72000,30,English,Product,unlimited,2020
35,Male,Cologne,Senior,Software Engineer,14,72000,35,English,Product,unlimited,2020
26,Male,Hamburg,Senior,Software Engineer,7,72000,27,German,Consulting / Agency,unlimited,2020
34,Male,Berlin,Senior,Mobile Developer,9,72000,27,English,Product,unlimited,2020
43,Male,Munich,Senior,Consultant ,21,72000,28,German,Consulting / Agency,unlimited,2020
32,Male,Munich,Senior,Software Engineer,7,72000,29,English,Startup,unlimited,2020
30,Male,Berlin,Senior,Data Scientist,6,72000,27,English,Startup,unlimited,2020
35,Male,Munich,Lead,DevOps,17,72000,30,English,Consulting / Agency,unlimited,2020
40,Male,Berlin,Senior,Backend Developer,13,72000,30,English,Startup,unlimited,2020
28,Male,Munich,Middle,Frontend Developer,5,72000,28,German,Product,unlimited,2020
29,Male,Berlin,Middle,Security engineer,7,72000,25,English,Product,unlimited,2020
26,Male,Berlin,Middle,DevOps,5,72000,23,English,Startup,unlimited,2020
40,Male,Hildesheim,Senior,Software Engineer,16,72000,30,English,Product,unlimited,2020
34,Male,Munich,Middle,DevOps,12,72000,28,English,Product,unlimited,2020
44,Male,Berlin,Lead,QA Lead,15,72000,30,English,Product,unlimited,2020
26,Male,Berlin,Middle,Backend Developer,5,72000,30,English,Product,unlimited,2020
36,Male,Stuttgart,Lead,Lead Developer,8,72000,28,German,Others,unlimited,2020
29,Female,Berlin,Senior,QA,11,72500,28,English,Consulting / Agency,unlimited,2019
32,Male,Berlin,Senior,Software Engineer,11,72500,27,English,Product,unlimited,2020
36,Male,Berlin,Senior,Backend Developer,14,73000,30,English,Product,unlimited,2019
40,Male,Munich,Middle,Product Manager,15,73000,30,English,Product,unlimited,2019
35,Male,Munich,Senior,DevOps,15,73000,24,Deutsch,Product,unlimited,2019
31,Male,Munich,Senior,QA,8,73000,28,English,Product,unlimited,2019
30,Male,Berlin,Senior,Software Architect,10,73000,28,English,Product,unlimited,2019
29,Male,Berlin,Senior,Backend Developer,8,73000,30,English,Product,unlimited,2019
36,Male,Berlin,Middle,Backend Developer,15,73000,30,English,Consulting / Agency,unlimited,2020
34,Male,Munich,Senior,Backend Developer,12,73000,30,English,Product,unlimited,2019
30,Male,Cologne,Middle,Data Scientist,5,73000,30,English,Product,unlimited,2019
45,Male,Munich,Senior,Backend Developer,19,73000,30,Deutsch,Product,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,7,73000,27,English,Product,unlimited,2019
24,Male,Berlin,Senior,Data Scientist,4,73000,24,English,Startup,unlimited,2020
38,Male,Hamburg,Senior,Software Engineer,12,73000,30,English,Product,unlimited,2020
29,Male,Munich,Senior,SW Architect,8,73000,30,English,Product,unlimited,2020
30,Male,Berlin,Senior,Frontend Developer,4,73000,26,English,Product,unlimited,2020
32,Male,Berlin,Lead,Software Engineer,9,73000,28,English,Product,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,8,73000,25,English,Startup,unlimited,2020
37,Male,Berlin,Senior,Software Engineer,11,73000,28,English,Product,unlimited,2020
27,Male,Frankfurt,Middle,IT Manager,5,73000,37,English,Industry,unlimited,2020
29,Male,Berlin,Senior,Software Engineer,9,73000,30,English,Product,unlimited,2020
41,Male,Munich,Senior,Backend Developer,19,73200,30,English,Product,unlimited,2019
27,Male,Berlin,Senior,Data Scientist,5,73300,30,English,Consulting / Agency,unlimited,2019
32,Male,Frankfurt,Middle,Data Scientist,3,73500,30,Deutsch,Product,unlimited,2019
33,Male,Berlin,Middle,Backend Developer,13,73500,30,English,Product,unlimited,2019
34,Male,Munich,Senior,Frontend Developer,5,73500,27,English,Product,unlimited,2020
28,Female,Berlin,Middle,Data Scientist,4,73700,28,English,Product,unlimited,2020
25,Male,Munich,Senior,Frontend Developer,4,74000,30,English,Product,Temporary contract,2019
33,Male,Berlin,Senior,Embedded Developer,9,74000,30,English,Product,unlimited,2019
34,Female,Berlin,Senior,QA,12,74000,30,Deutsch,Product,unlimited,2019
28,Male,Munich,Senior,Backend Developer,7,74000,28,English,Product,unlimited,2019
23,Male,Berlin,Middle,Backend Developer,3,74000,30,English,Consulting / Agency,unlimited,2019
29,Male,Munich,Senior,Embedded Developer,4,74000,30,English,Product,unlimited,2019
29,Male,Amsterdam,Senior,QA,8,74000,30,English,Product,Temporary contract,2019
30,Male,Berlin,Senior,Software Engineer,6,74000,27,English,Product,unlimited,2020
35,Male,Berlin,Senior,Backend Developer,6,74000,30,English,Product,unlimited,2020
30,Male,Berlin,Senior,Frontend Developer,11,74000,28,English,Product,unlimited,2020
29,Male,Berlin,Senior,Frontend Developer,9,74000,30,English,Startup,unlimited,2020
34,Male,Munich,Senior,Software Engineer,12,74000,30,English,Product,unlimited,2020
30,Male,Berlin,Middle,Backend Developer,8,74000,27,English,Product,unlimited,2020
32,Female,Berlin,Middle,DevOps,9,74000,40,English,Product,unlimited,2020
33,Male,Berlin,Senior,Frontend Developer,10,74000,28,English,Startup,unlimited,2020
27,Male,Berlin,Middle,Data Engineer,6,74000,25,English,Product,unlimited,2020
36,Male,Nuremberg,Lead,Software Engineer,20,74000,28,German,Finance,unlimited,2020
38,Male,Munich,Senior,Product Manager,12,74000,30,English,Product,unlimited,2020
31,Male,Munich,Middle,Software Engineer,5,74000,27,English,Product,unlimited,2020
34,Male,Munich,Senior,Software Engineer,10,74000,30,English,Product,unlimited,2020
31,Male,Frankfurt,Middle,Backend Developer,7,74200,35,English,Product,unlimited,2019
35,Male,Amsterdam,Senior,Data Engineer,10,74400,25,English,Product,unlimited,2019
35,Male,Berlin,Senior,QA Engineer,11,74400,30,English,Product,unlimited,2020
32,Female,Amsterdam,Senior,Business Analyst,7,74900,25,English,Product,unlimited,2019
27,Male,Berlin,Senior,Data Engineer,5,75000,30,English,Product,unlimited,2019
31,Male,Berlin,Senior,Backend Developer,10,75000,25,English,Product,unlimited,2019
29,Male,Düsseldorf,Senior,Backend Developer,9,75000,25,English,Product,unlimited,2019
30,Male,Wolfsburg,Senior,Backend Developer,4,75000,26,English,Consulting / Agency,unlimited,2019
28,Male,Berlin,Senior,Data Scientist,4,75000,28,English,Startup,unlimited,2019
28,Male,Munich,Senior,Mobile Developer,8,75000,30,English,Startup,unlimited,2019
38,Male,Berlin,Senior,Backend Developer,18,75000,30,English,Product,unlimited,2019
33,Male,Berlin,Senior,QA,8,75000,28,English,Startup,unlimited,2019
48,Female,Munich,Senior,Manager,11,75000,27,English,Product,unlimited,2019
36,Male,Munich,Middle,Backend Developer,10,75000,30,English,Product,unlimited,2019
34,Male,Karlsruhe,Senior,Fullstack Developer,12,75000,27,English,Product,unlimited,2019
31,Male,Munich,Senior,Backend Developer,9,75000,28,English,Startup,unlimited,2019
30,Male,Munich,Senior,Frontend Developer,9,75000,27,Russian,Product,unlimited,2019
24,Male,Berlin,Middle,Machine Learning Engineer,3,75000,24,English,Startup,unlimited,2019
36,Male,Berlin,Senior,Software Architect,14,75000,28,English,Product,unlimited,2019
29,Male,Munich,Senior,Fullstack Developer,9,75000,30,English,Product,unlimited,2019
37,Male,Amsterdam,Senior,QA,14,75000,25,English,Product,unlimited,2019
34,Male,Pforzheim,Senior,Backend Developer,13,75000,29,Deutsch,Product,unlimited,2019
31,Female,Munich,Senior,Mobile Developer,8,75000,26,English,Startup,unlimited,2019
24,Male,Amsterdam,Senior,Machine Learning Engineer,3,75000,24,English,Startup,unlimited,2019
35,Male,Munich,Senior,Network Engineer,12,75000,30,Deutsch,Consulting / Agency,unlimited,2019
33,Male,Berlin,Senior,Backend Developer,8,75000,25,English,Product,unlimited,2019
34,Male,Paris,Senior,Data Scientist,9,75000,30,French,Startup,unlimited,2019
30,Male,Berlin,Senior,"CTO (CEO, CFO)",11,75000,25,English,Startup,Temporary contract,2019
33,Male,Berlin,Senior,Machine Learning Engineer,11,75000,30,English,Product,unlimited,2019
31,Male,Berlin,Senior,Data Engineer,6,75000,28,English,Product,unlimited,2019
36,Male,Berlin,Senior,DevOps,15,75000,30,English,Startup,unlimited,2019
39,Male,Berlin,Senior,Data Engineer,10,75000,30,English,Product,unlimited,2019
29,Male,Berlin,Senior,Data Engineer,8,75000,24,English,Others,unlimited,2019
19,Male,Berlin,Senior,Software Engineer,0,75000,24,English,Others,unlimited,2020
29,Male,Berlin,Lead,Software Engineer,9,75000,24,English,Startup,unlimited,2020
30,Male,Berlin,Senior,Backend Developer,10,75000,27,English,Startup,Temporary contract,2019
35,Male,Berlin,Senior,Data Engineer,15,75000,28,English,Product,unlimited,2019
34,Female,Munich,Senior,Business Analyst,9,75000,24,English,Startup,unlimited,2019
32,Male,Berlin,Senior,Backend Developer,12,75000,25,English,Product,unlimited,2019
38,Male,Berlin,Senior,Software Architect,16,75000,24,English,Product,unlimited,2019
28,Male,Berlin,Senior,Backend Developer,4,75000,30,English,Product,unlimited,2019
27,Male,Berlin,Senior,Frontend Developer,7,75000,25,English,Product,unlimited,2019
31,Male,Berlin,Senior,DevOps,10,75000,28,English,Product,unlimited,2019
38,Male,Berlin,Senior,Frontend Developer,10,75000,30,English,Product,unlimited,2019
35,Male,Berlin,Senior,Backend Developer,13,75000,30,English,Product,unlimited,2019
34,Male,Amsterdam,Senior,Fullstack Developer,12,75000,20,English,Product,unlimited,2019
30,Male,Berlin,Senior,Data Scientist,6,75000,27,English,Startup,Temporary contract,2019
31,Male,Munich,Senior,Head of Engineering,11,75000,22,English,Startup,unlimited,2019
41,Male,Munich,Senior,Backend Developer,20,75000,28,English,Product,unlimited,2019
31,Female,Berlin,Senior,Backend Developer,5,75000,25,English,Product,unlimited,2019
32,Male,Berlin,Senior,Fullstack Developer,10,75000,25,English,Startup,unlimited,2019
41,Male,Amsterdam,Senior,Backend Developer,17,75000,25,English,Startup,unlimited,2019
33,Male,Berlin,Senior,Backend Developer,11,75000,25.5,English,Product,unlimited,2019
28,Male,Berlin,Junior,Data Scientist,2,75000,30,English,Startup,Temporary contract,2019
25,Male,Berlin,Lead,Backend Developer,6,75000,24,English,Product,unlimited,2019
